GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019030202,away,Galland,Chris,lf,NA,starter
2019030202,away,Frelick,Sal,rf,NA,starter
2019030202,away,Dempsey,Brian,ss,NA,starter
2019030202,away,Cunningham,Jack,1b,NA,starter
2019030202,away,Martellini,Gian,dh,NA,starter
2019030202,away,Morissette,Cody,2b,NA,starter
2019030202,away,Baldelli,Dante,cf,NA,starter
2019030202,away,Burns,Peter,c,NA,starter
2019030202,away,Alu,Jake,3b,NA,starter
2019030202,away,Pelio,Mason,p,NA,starter
2019030202,away,Stalman,Lucas,ph,NA,sub
2019030202,away,Lane,Travis,p,NA,sub
2019030202,home,Kerr,Ryland,2b,NA,starter
2019030202,home,Lewis,Aj,c,NA,starter
2019030202,home,Howie,Nick,dh,NA,starter
2019030202,home,Johnson,Will,1b,NA,starter
2019030202,home,Lovell,Brent,rf,NA,starter
2019030202,home,Harris,Daniel,ss,NA,starter
2019030202,home,Brewer,Michael,cf,NA,starter
2019030202,home,Weaver,Lyndon,lf,NA,starter
2019030202,home,Thomason,Logan,3b,NA,starter
2019030202,home,Kelly,Brennan,p,NA,starter
2019030202,home,Conklin,Corey,ph,NA,sub
2019030202,home,Ludwick,Charles,ph,NA,sub
2019030202,home,Botsoe,Chris,ph,NA,sub
2019030202,home,Lucio,Christian,ph,NA,sub
2019030202,home,Ferris,Jacob,p,NA,sub
2019030202,home,Laster,Nick,p,NA,sub
2019030202,home,Williams,Darren,p,NA,sub
