GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019022202,away,Jamieson,Peter 3B/2B,3b,2b,starter
2019022202,away,Oxyer,Dillon Ss,ss,NA,starter
2019022202,away,Marshall,Dwayne Lf,lf,NA,starter
2019022202,away,Brown,Marcus 1B,1b,NA,starter
2019022202,away,Hancock,Devynn Rf,rf,NA,starter
2019022202,away,Tunnell,Avery Cf,cf,NA,starter
2019022202,away,Warley,Michael C,c,NA,starter
2019022202,away,Nicastro,Joey Dh,dh,NA,starter
2019022202,away,Roets,Nick 2B,2b,NA,starter
2019022202,away,Tolson,Marty P,p,NA,starter
2019022202,away,Hoskins,Payton 3B,3b,NA,sub
2019022202,away,Coleman,Blake Lf,lf,NA,sub
2019022202,away,Murray,Aaron 1B,1b,NA,sub
2019022202,away,Cutler,Brantley Rf,rf,NA,sub
2019022202,away,Woodward,Tyler C,c,NA,sub
2019022202,away,Levere,Miles 3B/Ss,3b,ss,sub
2019022202,away,Bell,Andre P,p,NA,sub
2019022202,away,Poulsen,Cory P,p,NA,sub
2019022202,away,Rabb,Derrick P,p,NA,sub
2019022202,away,Killmon,John P,p,NA,sub
2019022202,away,Jamieson,Peter 3B/2B,3b,2b,sub
2019022202,home,Johnson,Will,1b,NA,starter
2019022202,home,Kerr,Ryland,ss,NA,starter
2019022202,home,Howie,Nick,dh,NA,starter
2019022202,home,Brewer,Michael,rf,NA,starter
2019022202,home,Botsoe,Chris,cf,NA,starter
2019022202,home,Lovell,Brent,c,NA,starter
2019022202,home,Conklin,Corey,3b,NA,starter
2019022202,home,Hill,Marcus,lf,NA,starter
2019022202,home,Thomason,Logan,2b,NA,starter
2019022202,home,Brown,Kaven,p,NA,starter
2019022202,home,Ludwick,Charles,1b,NA,sub
2019022202,home,Blair,Jaxson,pr,NA,sub
2019022202,home,Bodine,Chance,ph,NA,sub
2019022202,home,Jackson,Julian,p,NA,sub
2019022202,home,Williams,Darren,p,NA,sub
