GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019021601,away,Lawrence,Seyjuan Rf,rf,NA,starter
2019021601,away,Mcdaniel,Willis Cf,cf,NA,starter
2019021601,away,Rayburn,Tucker Lf,lf,NA,starter
2019021601,away,Moyer,Octavien 2B,2b,NA,starter
2019021601,away,Weber,Jared 1B,1b,NA,starter
2019021601,away,Hession,Brad 3B,3b,NA,starter
2019021601,away,Martin,Dexter Dh,dh,NA,starter
2019021601,away,Maxwell,Brett C,c,NA,starter
2019021601,away,Coscarella,Ryan Ss,ss,NA,starter
2019021601,away,Coleman,Kyle P,p,NA,starter
2019021601,away,Mitchell,Malachi Cf,cf,NA,sub
2019021601,away,Robinson,Robert Ph/3B,ph,3b,sub
2019021601,away,Brooks,William Dh,dh,NA,sub
2019021601,away,Wheeler,Jelani Ph,ph,NA,sub
2019021601,away,Wiirre,Jakob Ph,ph,NA,sub
2019021601,away,Grant,Jamie P,p,NA,sub
2019021601,away,Lister,Jake P,p,NA,sub
2019021601,away,Mendez,Morgan P,p,NA,sub
2019021601,away,Morea,Zach P,p,NA,sub
2019021601,home,Johnson,Will,1b,lf,starter
2019021601,home,Botsoe,Chris,cf,NA,starter
2019021601,home,Howie,Nick,rf,NA,starter
2019021601,home,Lewis,Aj,c,NA,starter
2019021601,home,Harris,Daniel,ss,NA,starter
2019021601,home,Lucio,Christian,2b,3b,starter
2019021601,home,Brewer,Michael,lf,NA,starter
2019021601,home,Conklin,Corey,3b,NA,starter
2019021601,home,Weaver,Lyndon,dh,NA,starter
2019021601,home,Brown,Kaven,p,NA,starter
2019021601,home,Hill,Marcus,ph,NA,sub
2019021601,home,Thomason,Logan,1b,NA,sub
2019021601,home,Kerr,Ryland,ph,2b,sub
2019021601,home,Ferris,Jacob,p,NA,sub
2019021601,home,Ochsenbein,Aaron,p,NA,sub
2019021601,home,Johnson,Will,1b,lf,sub
2019021601,home,Lucio,Christian,2b,3b,sub
