GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019030101,away,Galland,Chris,lf,NA,starter
2019030101,away,Frelick,Sal,rf,NA,starter
2019030101,away,Dempsey,Brian,ss,NA,starter
2019030101,away,Cunningham,Jack,1b,NA,starter
2019030101,away,Martellini,Gian,dh,NA,starter
2019030101,away,Morissette,Cody,2b,NA,starter
2019030101,away,Baldelli,Dante,cf,NA,starter
2019030101,away,Burns,Peter,c,NA,starter
2019030101,away,Alu,Jake,3b,NA,starter
2019030101,away,Gill,Matt,p,NA,starter
2019030101,away,Jimenez,Ramon,ph,1b,sub
2019030101,away,Lane,Thomas,p,NA,sub
2019030101,away,Walsh,Joey,p,NA,sub
2019030101,home,Kerr,Ryland,2b,NA,starter
2019030101,home,Lewis,Aj,c,NA,starter
2019030101,home,Howie,Nick,dh,NA,starter
2019030101,home,Johnson,Will,1b,NA,starter
2019030101,home,Botsoe,Chris,lf,NA,starter
2019030101,home,Lovell,Brent,rf,NA,starter
2019030101,home,Harris,Daniel,ss,NA,starter
2019030101,home,Thomason,Logan,3b,NA,starter
2019030101,home,Brewer,Michael,cf,NA,starter
2019030101,home,Teague,Logan,p,NA,starter
2019030101,home,Weaver,Lyndon,ph,lf,sub
2019030101,home,Hill,Marcus,pr,NA,sub
2019030101,home,Lewis,Jake,p,NA,sub
2019030101,home,Laster,Nick,p,NA,sub
2019030101,home,Ochsenbein,Aaron,p,NA,sub
