GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019022401,away,Oxyer,Dillon Ss,ss,NA,starter
2019022401,away,Hoskins,Payton 3B,3b,NA,starter
2019022401,away,Doherty,Dj Dh,dh,NA,starter
2019022401,away,Brown,Marcus 1B/P,1b,p,starter
2019022401,away,Hancock,Devynn Rf,rf,NA,starter
2019022401,away,Schreur,Aaron Lf,lf,NA,starter
2019022401,away,Warley,Michael C,c,NA,starter
2019022401,away,Roets,Nick 2B,2b,NA,starter
2019022401,away,Cordell,Brian Cf,cf,NA,starter
2019022401,away,Bratton,Cameron P,p,NA,starter
2019022401,away,Levere,Miles Ss,ss,NA,sub
2019022401,away,Baylis,Garrett 3B,3b,NA,sub
2019022401,away,Murray,Aaron 1B,1b,NA,sub
2019022401,away,Smith,Matt Ph,ph,NA,sub
2019022401,away,Chrysostome,Matthew Rf,rf,NA,sub
2019022401,away,Tunnell,Avery Lf,lf,NA,sub
2019022401,away,Hitch,Cole C,c,NA,sub
2019022401,away,Jamieson,Peter 2B,2b,NA,sub
2019022401,away,Allen,Christopher Cf,cf,NA,sub
2019022401,away,Rabb,Derrick P,p,NA,sub
2019022401,away,Bell,Andre P,p,NA,sub
2019022401,away,Cutler,Brantley P,p,NA,sub
2019022401,away,Poulsen,Cory P,p,NA,sub
2019022401,away,Sanders,Chris P,p,NA,sub
2019022401,away,Brown,Marcus 1B/P,1b,p,sub
2019022401,home,Botsoe,Chris,cf,NA,starter
2019022401,home,Kerr,Ryland,ss,NA,starter
2019022401,home,Howie,Nick,dh,NA,starter
2019022401,home,Johnson,Will,1b,cf,starter
2019022401,home,Brewer,Michael,rf,NA,starter
2019022401,home,Lovell,Brent,c,NA,starter
2019022401,home,Conklin,Corey,3b,NA,starter
2019022401,home,Hill,Marcus,lf,NA,starter
2019022401,home,Thomason,Logan,2b,NA,starter
2019022401,home,Kelly,Brennan,p,NA,starter
2019022401,home,Ludwick,Charles,ph,1b,sub
2019022401,home,Bodine,Chance,ph,dh,sub
2019022401,home,Weaver,Lyndon,ph,rf,sub
2019022401,home,Lucio,Christian,ph,3b,sub
2019022401,home,Blair,Jaxson,p,NA,sub
2019022401,home,Abbott,Jacob,p,NA,sub
2019022401,home,Lewis,Jake,p,NA,sub
2019022401,home,Johnson,Will,1b,cf,sub
