GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019031001,away,Fitzgerald,Ryan,cf,NA,starter
2019031001,away,Zilinsky,Myles,lf,NA,starter
2019031001,away,Camilletti,Mario,2b,NA,starter
2019031001,away,Dileo,Matt,c,NA,starter
2019031001,away,Demumbrum,Drew,1b,NA,starter
2019031001,away,Mcgee,Mike,ss,NA,starter
2019031001,away,Griffith,Blake,dh,NA,starter
2019031001,away,Krsolovic,Ronnie,3b,NA,starter
2019031001,away,Thompson,Clay,rf,NA,starter
2019031001,away,Hoffmann,Andrew,p,NA,starter
2019031001,away,Post,Cam,ph,c,sub
2019031001,away,Lebeau,Cherokee,ph,ss,sub
2019031001,away,Tangney,Austin,rf,NA,sub
2019031001,away,Lebrato,Max,p,NA,sub
2019031001,away,Dundas,Cooper,p,NA,sub
2019031001,away,Gibson,Cole,p,NA,sub
2019031001,home,Johnson,Will,1b,lf,starter
2019031001,home,Kerr,Ryland,2b,NA,starter
2019031001,home,Lewis,Aj,c,NA,starter
2019031001,home,Howie,Nick,dh,NA,starter
2019031001,home,Thomason,Logan,3b,1b,starter
2019031001,home,Lovell,Brent,rf,NA,starter
2019031001,home,Harris,Daniel,ss,NA,starter
2019031001,home,Lucio,Christian,lf,3b,starter
2019031001,home,Weaver,Lyndon,cf,NA,starter
2019031001,home,Brown,Kaven,p,NA,starter
2019031001,home,Bodine,Chance,c,NA,sub
2019031001,home,Ludwick,Charles,dh,NA,sub
2019031001,home,Conklin,Corey,3b,NA,sub
2019031001,home,Brewer,Michael,rf,NA,sub
2019031001,home,Botsoe,Chris,ph,lf,sub
2019031001,home,Hill,Marcus,ph,cf,sub
2019031001,home,Ferris,Jacob,p,NA,sub
2019031001,home,Labarbera,Brennan,p,NA,sub
2019031001,home,Johnson,Will,1b,lf,sub
2019031001,home,Thomason,Logan,3b,1b,sub
2019031001,home,Lucio,Christian,lf,3b,sub
